_id,CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
498,2018,CA-514,"Fresno, Madera Counties CoC",Unknown,25
499,2018,CA-515,Placer County CoC,18-24,86
500,2018,CA-515,Placer County CoC,25-34,245
501,2018,CA-515,Placer County CoC,35-44,248
502,2018,CA-515,Placer County CoC,45-54,264
503,2018,CA-515,Placer County CoC,55-64,220
504,2018,CA-515,Placer County CoC,65+,76
505,2018,CA-515,Placer County CoC,Under 18,341
506,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,32
507,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,110
508,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,95
509,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,66
510,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,86
511,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,24
512,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
513,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,110
514,2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,85
515,2018,CA-517,Napa County CoC,18-24,66
516,2018,CA-517,Napa County CoC,25-34,176
517,2018,CA-517,Napa County CoC,35-44,163
518,2018,CA-517,Napa County CoC,45-54,168
519,2018,CA-517,Napa County CoC,55-64,177
520,2018,CA-517,Napa County CoC,65+,37
521,2018,CA-517,Napa County CoC,Under 18,144
522,2018,CA-518,Solano County CoC,18-24,55
523,2018,CA-518,Solano County CoC,25-34,158
524,2018,CA-518,Solano County CoC,35-44,131
525,2018,CA-518,Solano County CoC,45-54,129
526,2018,CA-518,Solano County CoC,55-64,169
527,2018,CA-518,Solano County CoC,65+,51
528,2018,CA-518,Solano County CoC,Invalid,*
529,2018,CA-518,Solano County CoC,Under 18,223
530,2018,CA-519,Butte County CoC,18-24,118
531,2018,CA-519,Butte County CoC,25-34,263
532,2018,CA-519,Butte County CoC,35-44,246
533,2018,CA-519,Butte County CoC,45-54,233
534,2018,CA-519,Butte County CoC,55-64,208
535,2018,CA-519,Butte County CoC,65+,90
536,2018,CA-519,Butte County CoC,Under 18,330
537,2018,CA-520,Merced County CoC,18-24,67
538,2018,CA-520,Merced County CoC,25-34,157
539,2018,CA-520,Merced County CoC,35-44,182
540,2018,CA-520,Merced County CoC,45-54,200
541,2018,CA-520,Merced County CoC,55-64,221
542,2018,CA-520,Merced County CoC,65+,59
543,2018,CA-520,Merced County CoC,Under 18,21
544,2018,CA-521,Yolo County CoC,18-24,89
545,2018,CA-521,Yolo County CoC,25-34,162
546,2018,CA-521,Yolo County CoC,35-44,167
547,2018,CA-521,Yolo County CoC,45-54,120
548,2018,CA-521,Yolo County CoC,55-64,103
549,2018,CA-521,Yolo County CoC,65+,23
550,2018,CA-521,Yolo County CoC,Under 18,315
551,2018,CA-522,Humboldt County CoC,18-24,158
552,2018,CA-522,Humboldt County CoC,25-34,170
553,2018,CA-522,Humboldt County CoC,35-44,149
554,2018,CA-522,Humboldt County CoC,45-54,130
555,2018,CA-522,Humboldt County CoC,55-64,121
556,2018,CA-522,Humboldt County CoC,65+,43
557,2018,CA-522,Humboldt County CoC,Invalid,*
558,2018,CA-522,Humboldt County CoC,Under 18,299
559,2018,CA-522,Humboldt County CoC,Unknown,*
560,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,36
561,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,62
562,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,34
563,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,13
564,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,*
565,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
566,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,195
567,2018,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
568,2018,CA-524,"Yuba, Sutter Counties CoC",25-34,*
569,2018,CA-524,"Yuba, Sutter Counties CoC",45-54,*
570,2018,CA-524,"Yuba, Sutter Counties CoC",65+,*
571,2018,CA-524,"Yuba, Sutter Counties CoC",Under 18,*
572,2018,CA-525,El Dorado County CoC,18-24,11
573,2018,CA-525,El Dorado County CoC,25-34,30
574,2018,CA-525,El Dorado County CoC,35-44,39
575,2018,CA-525,El Dorado County CoC,45-54,39
576,2018,CA-525,El Dorado County CoC,55-64,38
577,2018,CA-525,El Dorado County CoC,65+,18
578,2018,CA-525,El Dorado County CoC,Invalid,*
579,2018,CA-525,El Dorado County CoC,Under 18,228
580,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,51
581,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,116
582,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,88
583,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,78
584,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,73
585,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,29
586,2018,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,266
587,2018,CA-527,Tehama County CoC,18-24,37
588,2018,CA-527,Tehama County CoC,25-34,70
589,2018,CA-527,Tehama County CoC,35-44,78
590,2018,CA-527,Tehama County CoC,45-54,61
591,2018,CA-527,Tehama County CoC,55-64,69
592,2018,CA-527,Tehama County CoC,65+,17
593,2018,CA-527,Tehama County CoC,Under 18,79
594,2018,CA-527,Tehama County CoC,Unknown,*
595,2018,CA-529,Lake County CoC,18-24,*
596,2018,CA-529,Lake County CoC,25-34,*
597,2018,CA-529,Lake County CoC,35-44,*
598,2018,CA-529,Lake County CoC,45-54,*
599,2018,CA-529,Lake County CoC,55-64,*
600,2018,CA-529,Lake County CoC,65+,*
601,2018,CA-529,Lake County CoC,Under 18,29
602,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,20
603,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,41
604,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,28
605,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,33
606,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,19
607,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,11
608,2018,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,67
609,2018,CA-531,Nevada County CoC,18-24,59
610,2018,CA-531,Nevada County CoC,25-34,79
611,2018,CA-531,Nevada County CoC,35-44,113
612,2018,CA-531,Nevada County CoC,45-54,101
613,2018,CA-531,Nevada County CoC,55-64,105
614,2018,CA-531,Nevada County CoC,65+,41
615,2018,CA-531,Nevada County CoC,Under 18,53
616,2018,CA-600,Los Angeles County CoC,18-24,7666
617,2018,CA-600,Los Angeles County CoC,25-34,12129
618,2018,CA-600,Los Angeles County CoC,35-44,10723
619,2018,CA-600,Los Angeles County CoC,45-54,11390
620,2018,CA-600,Los Angeles County CoC,55-64,10176
621,2018,CA-600,Los Angeles County CoC,65+,3356
622,2018,CA-600,Los Angeles County CoC,Invalid,47
623,2018,CA-600,Los Angeles County CoC,Under 18,15375
624,2018,CA-600,Los Angeles County CoC,Unknown,4177
625,2018,CA-601,San Diego County CoC,18-24,971
626,2018,CA-601,San Diego County CoC,25-34,2281
627,2018,CA-601,San Diego County CoC,35-44,2248
628,2018,CA-601,San Diego County CoC,45-54,2621
629,2018,CA-601,San Diego County CoC,55-64,2783
630,2018,CA-601,San Diego County CoC,65+,839
631,2018,CA-601,San Diego County CoC,Invalid,*
632,2018,CA-601,San Diego County CoC,Under 18,3335
633,2018,CA-601,San Diego County CoC,Unknown,138
634,2018,CA-602,Orange County CoC,18-24,614
635,2018,CA-602,Orange County CoC,25-34,1558
636,2018,CA-602,Orange County CoC,35-44,1457
637,2018,CA-602,Orange County CoC,45-54,1605
638,2018,CA-602,Orange County CoC,55-64,1292
639,2018,CA-602,Orange County CoC,65+,781
640,2018,CA-602,Orange County CoC,Invalid,*
641,2018,CA-602,Orange County CoC,Under 18,2971
642,2018,CA-602,Orange County CoC,Unknown,1796
643,2018,CA-603,Santa Barbara County CoC,18-24,179
644,2018,CA-603,Santa Barbara County CoC,25-34,452
645,2018,CA-603,Santa Barbara County CoC,35-44,411
646,2018,CA-603,Santa Barbara County CoC,45-54,412
647,2018,CA-603,Santa Barbara County CoC,55-64,473
648,2018,CA-603,Santa Barbara County CoC,65+,204
649,2018,CA-603,Santa Barbara County CoC,Invalid,*
650,2018,CA-603,Santa Barbara County CoC,Under 18,530
651,2018,CA-603,Santa Barbara County CoC,Unknown,*
652,2018,CA-604,Kern County CoC,18-24,351
653,2018,CA-604,Kern County CoC,25-34,708
654,2018,CA-604,Kern County CoC,35-44,554
655,2018,CA-604,Kern County CoC,45-54,517
656,2018,CA-604,Kern County CoC,55-64,439
657,2018,CA-604,Kern County CoC,65+,120
658,2018,CA-604,Kern County CoC,Invalid,*
659,2018,CA-604,Kern County CoC,Under 18,1699
660,2018,CA-606,Long Beach CoC (Los Angeles County),18-24,168
661,2018,CA-606,Long Beach CoC (Los Angeles County),25-34,377
662,2018,CA-606,Long Beach CoC (Los Angeles County),35-44,331
663,2018,CA-606,Long Beach CoC (Los Angeles County),45-54,467
664,2018,CA-606,Long Beach CoC (Los Angeles County),55-64,537
665,2018,CA-606,Long Beach CoC (Los Angeles County),65+,202
666,2018,CA-606,Long Beach CoC (Los Angeles County),Under 18,677
667,2018,CA-607,Pasadena CoC (Los Angeles County),18-24,111
668,2018,CA-607,Pasadena CoC (Los Angeles County),25-34,226
669,2018,CA-607,Pasadena CoC (Los Angeles County),35-44,212
670,2018,CA-607,Pasadena CoC (Los Angeles County),45-54,278
671,2018,CA-607,Pasadena CoC (Los Angeles County),55-64,262
672,2018,CA-607,Pasadena CoC (Los Angeles County),65+,143
673,2018,CA-607,Pasadena CoC (Los Angeles County),Under 18,372
674,2018,CA-607,Pasadena CoC (Los Angeles County),Unknown,*
675,2018,CA-608,Riverside County CoC,18-24,683
676,2018,CA-608,Riverside County CoC,25-34,1227
677,2018,CA-608,Riverside County CoC,35-44,1102
678,2018,CA-608,Riverside County CoC,45-54,1140
679,2018,CA-608,Riverside County CoC,55-64,1005
680,2018,CA-608,Riverside County CoC,65+,300
681,2018,CA-608,Riverside County CoC,Under 18,1655
682,2018,CA-608,Riverside County CoC,Unknown,48
683,2018,CA-609,San Bernardino County CoC,18-24,555
684,2018,CA-609,San Bernardino County CoC,25-34,1021
685,2018,CA-609,San Bernardino County CoC,35-44,896
686,2018,CA-609,San Bernardino County CoC,45-54,665
687,2018,CA-609,San Bernardino County CoC,55-64,551
688,2018,CA-609,San Bernardino County CoC,65+,163
689,2018,CA-609,San Bernardino County CoC,Under 18,3554
690,2018,CA-609,San Bernardino County CoC,Unknown,*
691,2018,CA-611,Ventura County CoC,18-24,114
692,2018,CA-611,Ventura County CoC,25-34,225
693,2018,CA-611,Ventura County CoC,35-44,284
694,2018,CA-611,Ventura County CoC,45-54,280
695,2018,CA-611,Ventura County CoC,55-64,275
696,2018,CA-611,Ventura County CoC,65+,102
697,2018,CA-611,Ventura County CoC,Invalid,*
698,2018,CA-611,Ventura County CoC,Under 18,451
699,2018,CA-611,Ventura County CoC,Unknown,*
700,2018,CA-612,Glendale CoC (Los Angeles County),18-24,31
701,2018,CA-612,Glendale CoC (Los Angeles County),25-34,81
702,2018,CA-612,Glendale CoC (Los Angeles County),35-44,63
703,2018,CA-612,Glendale CoC (Los Angeles County),45-54,92
704,2018,CA-612,Glendale CoC (Los Angeles County),55-64,66
705,2018,CA-612,Glendale CoC (Los Angeles County),65+,26
706,2018,CA-612,Glendale CoC (Los Angeles County),Under 18,148
707,2018,CA-612,Glendale CoC (Los Angeles County),Unknown,*
708,2018,CA-613,Imperial County CoC,18-24,80
709,2018,CA-613,Imperial County CoC,25-34,142
710,2018,CA-613,Imperial County CoC,35-44,108
711,2018,CA-613,Imperial County CoC,45-54,99
712,2018,CA-613,Imperial County CoC,55-64,72
713,2018,CA-613,Imperial County CoC,65+,46
714,2018,CA-613,Imperial County CoC,Invalid,*
715,2018,CA-613,Imperial County CoC,Under 18,313
716,2018,CA-614,San Luis Obispo County CoC,18-24,143
717,2018,CA-614,San Luis Obispo County CoC,25-34,316
718,2018,CA-614,San Luis Obispo County CoC,35-44,247
719,2018,CA-614,San Luis Obispo County CoC,45-54,245
720,2018,CA-614,San Luis Obispo County CoC,55-64,221
721,2018,CA-614,San Luis Obispo County CoC,65+,101
722,2018,CA-614,San Luis Obispo County CoC,Invalid,*
723,2018,CA-614,San Luis Obispo County CoC,Under 18,566
724,2019,All,California,18-24,20044
725,2019,All,California,25-34,38095
726,2019,All,California,35-44,35259
727,2019,All,California,45-54,33794
728,2019,All,California,55-64,32177
729,2019,All,California,65+,11799
730,2019,All,California,Invalid,101
731,2019,All,California,Under 18,59421
732,2019,All,California,Unknown,6976
733,2019,CA-500,Santa Clara County CoC,18-24,787
734,2019,CA-500,Santa Clara County CoC,25-34,1688
735,2019,CA-500,Santa Clara County CoC,35-44,1685
736,2019,CA-500,Santa Clara County CoC,45-54,1628
737,2019,CA-500,Santa Clara County CoC,55-64,1653
738,2019,CA-500,Santa Clara County CoC,65+,614
739,2019,CA-500,Santa Clara County CoC,Under 18,2574
740,2019,CA-500,Santa Clara County CoC,Unknown,*
741,2019,CA-501,San Francisco CoC,18-24,966
742,2019,CA-501,San Francisco CoC,25-34,1226
743,2019,CA-501,San Francisco CoC,35-44,1122
744,2019,CA-501,San Francisco CoC,45-54,981
745,2019,CA-501,San Francisco CoC,55-64,855
746,2019,CA-501,San Francisco CoC,65+,342
747,2019,CA-501,San Francisco CoC,Invalid,*
748,2019,CA-501,San Francisco CoC,Under 18,2520
749,2019,CA-501,San Francisco CoC,Unknown,36
750,2019,CA-502,Alameda County CoC,18-24,814
751,2019,CA-502,Alameda County CoC,25-34,1163
752,2019,CA-502,Alameda County CoC,35-44,1054
753,2019,CA-502,Alameda County CoC,45-54,1108
754,2019,CA-502,Alameda County CoC,55-64,1209
755,2019,CA-502,Alameda County CoC,65+,486
756,2019,CA-502,Alameda County CoC,Under 18,1658
757,2019,CA-502,Alameda County CoC,Unknown,*
758,2019,CA-503,Sacramento County CoC,18-24,1159
759,2019,CA-503,Sacramento County CoC,25-34,1533
760,2019,CA-503,Sacramento County CoC,35-44,1518
761,2019,CA-503,Sacramento County CoC,45-54,1590
762,2019,CA-503,Sacramento County CoC,55-64,1369
763,2019,CA-503,Sacramento County CoC,65+,421
764,2019,CA-503,Sacramento County CoC,Invalid,*
765,2019,CA-503,Sacramento County CoC,Under 18,3945
766,2019,CA-503,Sacramento County CoC,Unknown,*
767,2019,CA-504,Sonoma County CoC,18-24,256
768,2019,CA-504,Sonoma County CoC,25-34,463
769,2019,CA-504,Sonoma County CoC,35-44,517
770,2019,CA-504,Sonoma County CoC,45-54,535
771,2019,CA-504,Sonoma County CoC,55-64,533
772,2019,CA-504,Sonoma County CoC,65+,235
773,2019,CA-504,Sonoma County CoC,Invalid,*
774,2019,CA-504,Sonoma County CoC,Under 18,728
775,2019,CA-505,Contra Costa County CoC,18-24,492
776,2019,CA-505,Contra Costa County CoC,25-34,1291
777,2019,CA-505,Contra Costa County CoC,35-44,1196
778,2019,CA-505,Contra Costa County CoC,45-54,1125
779,2019,CA-505,Contra Costa County CoC,55-64,1125
780,2019,CA-505,Contra Costa County CoC,65+,416
781,2019,CA-505,Contra Costa County CoC,Invalid,*
782,2019,CA-505,Contra Costa County CoC,Under 18,1259
783,2019,CA-505,Contra Costa County CoC,Unknown,*
784,2019,CA-506,"Monterey, San Benito Counties CoC",18-24,162
785,2019,CA-506,"Monterey, San Benito Counties CoC",25-34,362
786,2019,CA-506,"Monterey, San Benito Counties CoC",35-44,317
787,2019,CA-506,"Monterey, San Benito Counties CoC",45-54,284
788,2019,CA-506,"Monterey, San Benito Counties CoC",55-64,326
789,2019,CA-506,"Monterey, San Benito Counties CoC",65+,131
790,2019,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
791,2019,CA-506,"Monterey, San Benito Counties CoC",Under 18,858
792,2019,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
793,2019,CA-507,Marin County CoC,18-24,77
794,2019,CA-507,Marin County CoC,25-34,199
795,2019,CA-507,Marin County CoC,35-44,186
796,2019,CA-507,Marin County CoC,45-54,189
797,2019,CA-507,Marin County CoC,55-64,190
798,2019,CA-507,Marin County CoC,65+,110
799,2019,CA-507,Marin County CoC,Under 18,326
800,2019,CA-507,Marin County CoC,Unknown,*
801,2019,CA-508,Santa Cruz County CoC,18-24,123
802,2019,CA-508,Santa Cruz County CoC,25-34,361
803,2019,CA-508,Santa Cruz County CoC,35-44,371
804,2019,CA-508,Santa Cruz County CoC,45-54,354
805,2019,CA-508,Santa Cruz County CoC,55-64,330
806,2019,CA-508,Santa Cruz County CoC,65+,171
807,2019,CA-508,Santa Cruz County CoC,Under 18,509
808,2019,CA-508,Santa Cruz County CoC,Unknown,45
809,2019,CA-509,Mendocino County CoC,18-24,56
810,2019,CA-509,Mendocino County CoC,25-34,136
811,2019,CA-509,Mendocino County CoC,35-44,136
812,2019,CA-509,Mendocino County CoC,45-54,122
813,2019,CA-509,Mendocino County CoC,55-64,119
814,2019,CA-509,Mendocino County CoC,65+,37
815,2019,CA-509,Mendocino County CoC,Under 18,120
816,2019,CA-509,Mendocino County CoC,Unknown,12
817,2019,CA-510,Stanislaus County CoC,18-24,551
818,2019,CA-510,Stanislaus County CoC,25-34,1006
819,2019,CA-510,Stanislaus County CoC,35-44,1009
820,2019,CA-510,Stanislaus County CoC,45-54,781
821,2019,CA-510,Stanislaus County CoC,55-64,663
822,2019,CA-510,Stanislaus County CoC,65+,204
823,2019,CA-510,Stanislaus County CoC,Under 18,2026
824,2019,CA-511,San Joaquin County CoC,18-24,778
825,2019,CA-511,San Joaquin County CoC,25-34,1591
826,2019,CA-511,San Joaquin County CoC,35-44,1273
827,2019,CA-511,San Joaquin County CoC,45-54,922
828,2019,CA-511,San Joaquin County CoC,55-64,678
829,2019,CA-511,San Joaquin County CoC,65+,253
830,2019,CA-511,San Joaquin County CoC,Under 18,4026
831,2019,CA-511,San Joaquin County CoC,Unknown,11
832,2019,CA-512,San Mateo County CoC,18-24,276
833,2019,CA-512,San Mateo County CoC,25-34,673
834,2019,CA-512,San Mateo County CoC,35-44,600
835,2019,CA-512,San Mateo County CoC,45-54,660
836,2019,CA-512,San Mateo County CoC,55-64,716
837,2019,CA-512,San Mateo County CoC,65+,308
838,2019,CA-512,San Mateo County CoC,Invalid,*
839,2019,CA-512,San Mateo County CoC,Under 18,1165
840,2019,CA-512,San Mateo County CoC,Unknown,*
841,2019,CA-513,"Kings, Tulare Counties CoC",18-24,325
842,2019,CA-513,"Kings, Tulare Counties CoC",25-34,639
843,2019,CA-513,"Kings, Tulare Counties CoC",35-44,614
844,2019,CA-513,"Kings, Tulare Counties CoC",45-54,428
845,2019,CA-513,"Kings, Tulare Counties CoC",55-64,282
846,2019,CA-513,"Kings, Tulare Counties CoC",65+,87
847,2019,CA-513,"Kings, Tulare Counties CoC",Under 18,1071
848,2019,CA-514,"Fresno, Madera Counties CoC",18-24,248
849,2019,CA-514,"Fresno, Madera Counties CoC",25-34,357
850,2019,CA-514,"Fresno, Madera Counties CoC",35-44,419
851,2019,CA-514,"Fresno, Madera Counties CoC",45-54,429
852,2019,CA-514,"Fresno, Madera Counties CoC",55-64,449
853,2019,CA-514,"Fresno, Madera Counties CoC",65+,140
854,2019,CA-514,"Fresno, Madera Counties CoC",Invalid,*
855,2019,CA-514,"Fresno, Madera Counties CoC",Under 18,732
856,2019,CA-514,"Fresno, Madera Counties CoC",Unknown,23
857,2019,CA-515,Placer County CoC,18-24,94
858,2019,CA-515,Placer County CoC,25-34,300
859,2019,CA-515,Placer County CoC,35-44,276
860,2019,CA-515,Placer County CoC,45-54,286
861,2019,CA-515,Placer County CoC,55-64,239
862,2019,CA-515,Placer County CoC,65+,88
863,2019,CA-515,Placer County CoC,Under 18,397
864,2019,CA-515,Placer County CoC,Unknown,*
865,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,48
866,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,141
867,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,111
868,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,95
869,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,114
870,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,45
871,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
872,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,139
873,2019,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,161
874,2019,CA-517,Napa County CoC,18-24,57
875,2019,CA-517,Napa County CoC,25-34,172
876,2019,CA-517,Napa County CoC,35-44,157
877,2019,CA-517,Napa County CoC,45-54,169
878,2019,CA-517,Napa County CoC,55-64,172
879,2019,CA-517,Napa County CoC,65+,58
880,2019,CA-517,Napa County CoC,Invalid,*
881,2019,CA-517,Napa County CoC,Under 18,145
882,2019,CA-517,Napa County CoC,Unknown,*
883,2019,CA-518,Solano County CoC,18-24,61
884,2019,CA-518,Solano County CoC,25-34,171
885,2019,CA-518,Solano County CoC,35-44,178
886,2019,CA-518,Solano County CoC,45-54,169
887,2019,CA-518,Solano County CoC,55-64,198
888,2019,CA-518,Solano County CoC,65+,80
889,2019,CA-518,Solano County CoC,Invalid,*
890,2019,CA-518,Solano County CoC,Under 18,254
891,2019,CA-518,Solano County CoC,Unknown,*
892,2019,CA-519,Butte County CoC,18-24,125
893,2019,CA-519,Butte County CoC,25-34,294
894,2019,CA-519,Butte County CoC,35-44,284
895,2019,CA-519,Butte County CoC,45-54,286
896,2019,CA-519,Butte County CoC,55-64,295
897,2019,CA-519,Butte County CoC,65+,145
898,2019,CA-519,Butte County CoC,Under 18,319
899,2019,CA-520,Merced County CoC,18-24,278
900,2019,CA-520,Merced County CoC,25-34,512
901,2019,CA-520,Merced County CoC,35-44,454
902,2019,CA-520,Merced County CoC,45-54,303
903,2019,CA-520,Merced County CoC,55-64,266
904,2019,CA-520,Merced County CoC,65+,73
905,2019,CA-520,Merced County CoC,Invalid,*
906,2019,CA-520,Merced County CoC,Under 18,1196
907,2019,CA-521,Yolo County CoC,18-24,97
908,2019,CA-521,Yolo County CoC,25-34,193
909,2019,CA-521,Yolo County CoC,35-44,202
910,2019,CA-521,Yolo County CoC,45-54,115
911,2019,CA-521,Yolo County CoC,55-64,124
912,2019,CA-521,Yolo County CoC,65+,47
913,2019,CA-521,Yolo County CoC,Under 18,434
914,2019,CA-521,Yolo County CoC,Unknown,*
915,2019,CA-522,Humboldt County CoC,18-24,205
916,2019,CA-522,Humboldt County CoC,25-34,231
917,2019,CA-522,Humboldt County CoC,35-44,260
918,2019,CA-522,Humboldt County CoC,45-54,251
919,2019,CA-522,Humboldt County CoC,55-64,222
920,2019,CA-522,Humboldt County CoC,65+,85
921,2019,CA-522,Humboldt County CoC,Invalid,*
922,2019,CA-522,Humboldt County CoC,Under 18,324
923,2019,CA-522,Humboldt County CoC,Unknown,34
924,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,41
925,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,65
926,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,34
927,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,18
928,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,16
929,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,*
930,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
931,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,197
932,2019,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
933,2019,CA-524,"Yuba, Sutter Counties CoC",18-24,*
934,2019,CA-524,"Yuba, Sutter Counties CoC",25-34,*
935,2019,CA-524,"Yuba, Sutter Counties CoC",35-44,*
936,2019,CA-524,"Yuba, Sutter Counties CoC",45-54,*
937,2019,CA-524,"Yuba, Sutter Counties CoC",55-64,*
938,2019,CA-524,"Yuba, Sutter Counties CoC",65+,*
939,2019,CA-524,"Yuba, Sutter Counties CoC",Under 18,*
940,2019,CA-525,El Dorado County CoC,18-24,16
941,2019,CA-525,El Dorado County CoC,25-34,41
942,2019,CA-525,El Dorado County CoC,35-44,36
943,2019,CA-525,El Dorado County CoC,45-54,40
944,2019,CA-525,El Dorado County CoC,55-64,42
945,2019,CA-525,El Dorado County CoC,65+,21
946,2019,CA-525,El Dorado County CoC,Invalid,*
947,2019,CA-525,El Dorado County CoC,Under 18,167
948,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,50
949,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,93
950,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,106
951,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,90
952,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,76
953,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,34
954,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Invalid,*
955,2019,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,219
956,2019,CA-527,Tehama County CoC,18-24,22
957,2019,CA-527,Tehama County CoC,25-34,60
958,2019,CA-527,Tehama County CoC,35-44,69
959,2019,CA-527,Tehama County CoC,45-54,71
960,2019,CA-527,Tehama County CoC,55-64,69
961,2019,CA-527,Tehama County CoC,65+,23
962,2019,CA-527,Tehama County CoC,Invalid,*
963,2019,CA-527,Tehama County CoC,Under 18,57
964,2019,CA-527,Tehama County CoC,Unknown,*
965,2019,CA-529,Lake County CoC,18-24,14
966,2019,CA-529,Lake County CoC,25-34,42
967,2019,CA-529,Lake County CoC,35-44,38
968,2019,CA-529,Lake County CoC,45-54,*
969,2019,CA-529,Lake County CoC,55-64,*
970,2019,CA-529,Lake County CoC,Under 18,121
971,2019,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,13
972,2019,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,29
973,2019,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,20
974,2019,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,21
975,2019,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,23
